LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,SCH_NAME,COMBOKEY,JJ,SCH_SCICLASSES_BIOL,SCH_SCICCERT_BIOL,SCH_SCIENR_BIOL_HI_M,SCH_SCIENR_BIOL_HI_F,SCH_SCIENR_BIOL_AM_M,SCH_SCIENR_BIOL_AM_F,SCH_SCIENR_BIOL_AS_M,SCH_SCIENR_BIOL_AS_F,SCH_SCIENR_BIOL_HP_M,SCH_SCIENR_BIOL_HP_F,SCH_SCIENR_BIOL_BL_M,SCH_SCIENR_BIOL_BL_F,SCH_SCIENR_BIOL_WH_M,SCH_SCIENR_BIOL_WH_F,SCH_SCIENR_BIOL_TR_M,SCH_SCIENR_BIOL_TR_F,TOT_SCIENR_BIOL_M,TOT_SCIENR_BIOL_F,SCH_SCIENR_BIOL_LEP_M,SCH_SCIENR_BIOL_LEP_F,SCH_SCIENR_BIOL_IDEA_M,SCH_SCIENR_BIOL_IDEA_F
HI,HAWAII,1500030,Hawaii Department of Education,102,Mililani High School,150003000102,No,38,30,38,43,0,1,150,181,67,64,10,6,44,44,68,72,377,411,3,2,47,19
HI,HAWAII,1500030,Hawaii Department of Education,103,Moanalua High School,150003000103,No,25,20,20,21,1,1,155,169,35,44,8,12,9,30,21,28,249,305,5,7,31,18
HI,HAWAII,1500030,Hawaii Department of Education,104,Moanalua Elementary School,150003000104,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,105,Mililani Waena Elementary School,150003000105,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,106,Mililani Uka Elementary School,150003000106,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,107,Makalapa Elementary School,150003000107,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,108,Leilehua High School,150003000108,No,31,19,38,57,0,0,84,108,79,63,16,19,44,40,26,38,287,325,22,19,45,20
HI,HAWAII,1500030,Hawaii Department of Education,109,Waiau Elementary School,150003000109,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,110,Waianae High School,150003000110,No,18,18,27,31,2,0,43,33,245,228,3,5,14,5,24,20,358,322,19,15,66,33
HI,HAWAII,1500030,Hawaii Department of Education,111,Waianae Elementary School,150003000111,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,112,Pohakea Elementary School,150003000112,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,113,Pearl City Highlands School,150003000113,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,114,Pearl City High School,150003000114,No,25,20,12,20,1,0,113,167,44,77,4,4,20,12,27,30,221,310,17,7,28,13
HI,HAWAII,1500030,Hawaii Department of Education,115,Pearl City Elementary School,150003000115,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,116,Palisades Elementary School,150003000116,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,117,Nanakuli High & Intermediate School,150003000117,No,13,11,8,8,0,0,5,16,80,77,1,0,1,1,5,1,100,103,6,3,23,7
HI,HAWAII,1500030,Hawaii Department of Education,118,Nanakuli Elementary School,150003000118,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,119,Nanaikapono Elementary School,150003000119,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,120,Momilani Elementary School,150003000120,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,121,Mauka Lani Elementary School,150003000121,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,122,Manana Elementary School,150003000122,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,123,Makakilo Elementary School,150003000123,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,124,Makaha Elementary School,150003000124,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,125,Maili Elementary School,150003000125,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,126,Lehua Elementary School,150003000126,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,127,Kaimiloa Elementary School,150003000127,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,128,Iroquois Point Elementary School,150003000128,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,129,Ilima Intermediate School,150003000129,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,130,Honowai Elementary School,150003000130,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,131,Highlands Intermediate School,150003000131,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,132,Ewa Beach Elementary School,150003000132,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,133,Ewa Elementary School,150003000133,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,134,James Campbell High School,150003000134,No,24,24,43,59,2,3,276,275,112,117,24,20,44,58,43,40,544,572,27,16,43,17
HI,HAWAII,1500030,Hawaii Department of Education,135,Barbers Point Elementary School,150003000135,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,136,August Ahrens Elementary School,150003000136,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,137,Major Sheldon Wheeler Middle School,150003000137,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,138,Major Sheldon Wheeler Elementary School,150003000138,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,139,Gustav H Webling Elementary School,150003000139,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,140,Waimalu Elementary School,150003000140,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,141,Waialua High & Intermediate School,150003000141,No,9,5,10,15,2,0,16,24,17,5,0,0,13,23,26,16,84,83,7,3,8,5
HI,HAWAII,1500030,Hawaii Department of Education,142,Waialua Elementary School,150003000142,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,143,Wahiawa Middle School,150003000143,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,144,Wahiawa Elementary School,150003000144,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,145,Sergeant Samuel K Solomon Elementary School,150003000145,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,146,Major General William R Shafter Elementary School,150003000146,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,147,Alvah A Scott Elementary School,150003000147,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,148,Salt Lake Elementary School,150003000148,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,149,Red Hill Elementary School,150003000149,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,150,Admiral Arthur W Radford High School,150003000150,No,19,11,19,27,0,0,43,46,14,17,19,30,54,55,23,25,172,200,11,11,21,10
HI,HAWAII,1500030,Hawaii Department of Education,151,Pearl Ridge Elementary School,150003000151,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,152,Pearl Harbor Kai Elementary School,150003000152,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,153,Pearl Harbor Elementary School,150003000153,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,154,Admiral Chester W Nimitz Elementary School,150003000154,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,155,Mokulele Elementary School,150003000155,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,156,Moanalua Middle School,150003000156,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,157,Ahuimanu Elementary School,150003000157,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,158,Waipahu Intermediate School,150003000158,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,159,Waipahu Elementary School,150003000159,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,160,Kalihi Kai Elementary School,150003000160,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,161,Waipahu High School,150003000161,No,40,40,14,11,0,1,279,361,68,99,3,2,3,2,18,19,385,495,72,56,44,21
HI,HAWAII,1500030,Hawaii Department of Education,162,Kalihi Elementary School,150003000162,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,163,Kalani High School,150003000163,No,18,14,9,9,0,0,154,152,19,21,0,3,17,21,21,23,220,229,10,3,12,10
HI,HAWAII,1500030,Hawaii Department of Education,164,King David Kalakaua Middle School,150003000164,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,165,Princess Victoria Kaiulani Elementary School,150003000165,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,166,Kapolei Elementary School,150003000166,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,167,Kipapa Elementary School,150003000167,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,168,Kaala Elementary School,150003000168,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,169,Iliahi Elementary School,150003000169,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,170,Lt Col Horrace Meek Hickam Elementary School,150003000170,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,171,Helemano Elementary School,150003000171,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,172,Haleiwa Elementary School,150003000172,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,173,Daniel K Inouye Elementary School,150003000173,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,174,Aliamanu Middle School,150003000174,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,175,Aliamanu Elementary School,150003000175,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,176,Aiea Intermediate School,150003000176,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,177,Aiea High School,150003000177,No,13,12,11,9,0,0,55,67,36,39,2,0,5,11,14,12,123,138,3,8,6,3
HI,HAWAII,1500030,Hawaii Department of Education,178,Aiea Elementary School,150003000178,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,179,Mayor John H Wilson Elementary School,150003000179,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,180,President George Washington Middle School,150003000180,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,182,Waikiki Elementary School,150003000182,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,183,Waialae Elementary - PCS,150003000183,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,184,Robert Louis Stevenson Middle School,150003000184,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,185,Royal Elementary School,150003000185,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,186,President Theodore Roosevelt High School,150003000186,No,20,16,13,18,1,0,115,124,71,45,1,0,6,7,29,27,236,221,8,12,40,8
HI,HAWAII,1500030,Hawaii Department of Education,187,Puuhale Elementary School,150003000187,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,188,Pauoa Elementary School,150003000188,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,189,Palolo Elementary School,150003000189,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,190,Nuuanu Elementary School,150003000190,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,191,Noelani Elementary School,150003000191,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,192,Niu Valley Middle School,150003000192,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,193,President William McKinley High School,150003000193,No,20,20,12,10,0,0,156,148,40,53,3,3,7,7,21,15,239,236,41,28,21,11
HI,HAWAII,1500030,Hawaii Department of Education,194,Manoa Elementary School,150003000194,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,195,King William Lunalilo Elementary School,150003000195,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,196,Maemae Elementary School,150003000196,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,197,President Abraham Lincoln Elementary School,150003000197,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,198,Linapuni Elementary School,150003000198,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,200,Princess Miriam K Likelike Elementary School,150003000200,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
