state,category,dataset_title,resource_name,format,url,description
virginia,other,Report of Graduates 2003-04,2003-04 Combined Term High School Graduates by Continuing Education Plan,PDF,https://data.virginia.gov/dataset/d1e883bd-b60a-44d7-9663-1543bc6bd788/resource/d53d2750-a249-4cad-9b72-26bec5ef83ad/download/gradp0304.pdf,Report of Graduates 2003-04 — 2003-04 Combined Term High School Graduates by Continuing Education Plan
virginia,other,Report of Graduates 2003-04,2003-04 Report of Graduate and Completer Totals by School. ,PDF,https://data.virginia.gov/dataset/d1e883bd-b60a-44d7-9663-1543bc6bd788/resource/66f84e02-6245-438f-abb9-6da17cb9b393/download/gradd0304.pdf,Report of Graduates 2003-04 — 2003-04 Report of Graduate and Completer Totals by School. 
virginia,other,Home Schooled Students & Religious Exemptions 2017-18,Home Schooled Students & Religious Exemptions 2017-18,XLS,https://data.virginia.gov/dataset/554a4a50-e245-4cad-89c5-aff61fe626fb/resource/dd6db2a3-2e3a-417b-8a50-aa405dbf0695/download/2017_2018.xlsx,Home Schooled Students & Religious Exemptions 2017-18 — Home Schooled Students & Religious Exemptions 2017-18
virginia,other,Diploma Graduates and Completers 2022 - 2023,Diploma Graduates and Completers,XLSX,https://data.virginia.gov/dataset/a2efeb13-d1fa-483f-8521-bfdfc2b1f5fa/resource/b78e119b-9088-4871-9ad7-005fbb221262/download/2022-2023-table-05.xlsx,Diploma Graduates and Completers 2022 - 2023 — Diploma Graduates and Completers
virginia,other,American History,american_history,PDF,https://data.virginia.gov/dataset/aaa85e5a-6308-43b4-ac28-bf0977fbc14f/resource/fabce94d-aa71-46fe-8424-741f5db49e8a/download/documents_american_history.pdf,American History — american_history
virginia,test_scores,School Accreditation Report 2018-19,School Accreditation Report 2018-19 ,XLSX,https://data.virginia.gov/dataset/6b5a3af0-9d65-4d7e-b210-0cd556474c27/resource/42f294e8-3b2b-4e40-a18e-0d094f757670/download/2018-2019-accreditation-summary.xlsx,School Accreditation Report 2018-19 — School Accreditation Report 2018-19 
virginia,other,2022-2023 School Participation Rates,School Participation Rate,XLSX,https://data.virginia.gov/dataset/cafd762e-5197-4855-9d88-b245521b057b/resource/93bde4be-61c0-4b2f-9e1c-406e9748e5d9/download/school_participation_rates_2022_2023.xlsx,2022-2023 School Participation Rates — School Participation Rate
virginia,enrollment,2010-11 Fall Membership Division Totals by Grade,2010-11 Fall Membership Division Totals by Grade ,XLSX,https://data.virginia.gov/dataset/4c11646a-6895-46bd-b404-8906f8ab1e66/resource/a35cd74b-6b7d-4c56-a7b0-43da6e0ac444/download/2010-division_totals_grade.xls,2010-11 Fall Membership Division Totals by Grade — 2010-11 Fall Membership Division Totals by Grade 
virginia,enrollment,"Number of Days Taught, ADA, ADM 2020 - 2021","Number of Days Taught, ADA, ADM 2020 - 2021",XLSX,https://data.virginia.gov/dataset/dea44961-f38f-445d-ab37-c04a305eb909/resource/69c1cd28-e944-4cad-a591-0e62e242b100/download/2020-2021-table-8.xlsx,"Number of Days Taught, ADA, ADM 2020 - 2021 — Number of Days Taught, ADA, ADM 2020 - 2021"
virginia,other,Local and Regional Schools and Centers 2018-19,Local and Regional Schools and Centers 2018-19 ,XLSX,https://data.virginia.gov/dataset/ff8d68d3-3fd2-4833-a6d0-a57b45f674f0/resource/43e12ef5-d7ff-4aa7-b642-4a7e019fada6/download/local-and-regional-2018-to-2019.xlsx,Local and Regional Schools and Centers 2018-19 — Local and Regional Schools and Centers 2018-19 
virginia,other,2017-2018 Gifted Annual Report,2017-2018 Gifted Annual Report,PDF,https://data.virginia.gov/dataset/90bdfdd2-9620-4dce-8a91-68cea81c591c/resource/bdeee50f-98e0-4308-8e58-85997568aabb/download/2017-2018-annual-report.pdf,2017-2018 Gifted Annual Report — 2017-2018 Gifted Annual Report
virginia,other,2014-2015 Gifted Annual Report,2014-2015 Gifted Annual Report,PDF,https://data.virginia.gov/dataset/5309bcce-ce80-4f25-8ac0-35d00ff6061d/resource/7eddb4f4-f424-458e-b231-09d7dff4acc8/download/2014-2015_gifted.pdf,2014-2015 Gifted Annual Report — 2014-2015 Gifted Annual Report
virginia,enrollment,2003-2004 Fall Membership Division Summaries by Ethnicity,2003-2004 Fall Membership Division Summaries by Ethnicity ,XLSX,https://data.virginia.gov/dataset/cb8d0c1b-aa5f-4ac8-90c2-14e9c1cd4976/resource/460f1127-5fdf-440c-ad89-44d160c259d3/download/03-dse.xls,2003-2004 Fall Membership Division Summaries by Ethnicity — 2003-2004 Fall Membership Division Summaries by Ethnicity 
virginia,other,2001-2002 Gifted Education Annual Report,2002 Gifted Education Annual Report,PDF,https://data.virginia.gov/dataset/83d4f387-c798-4c1a-a786-450d46aa4bcb/resource/c3bdd7f8-66b5-438a-be81-a9d741acb008/download/2002_gifted_membership.pdf,2001-2002 Gifted Education Annual Report — 2002 Gifted Education Annual Report
virginia,enrollment,2005-06 Division Totals by Grade,2006-07 Division Totals by Grade,XLSX,https://data.virginia.gov/dataset/24a65204-b3af-484e-a124-d9671429a6b7/resource/665b1689-5d55-478a-9dbc-f2f5b4a05896/download/2006-07-div-totals-by-grade.xls,2005-06 Division Totals by Grade — 2006-07 Division Totals by Grade
virginia,financials,Special Education Child Count 2020 - 2021,Special Education Child Count 2020 - 2021,CSV,https://data.virginia.gov/dataset/ffa7f8e2-19c5-4e81-b1c8-603ab6488943/resource/10f3dea4-6639-419c-ba09-91d8e06006b0/download/dec_1_statistics-2.csv,Special Education Child Count 2020 - 2021 — Special Education Child Count 2020 - 2021
virginia,other,Superintendent's Annual Report - Receipts of Division - Fiscal Year 2023,2022-2023 Superintendent’s Annual Report,XLSX,https://data.virginia.gov/dataset/d165ec25-9d4a-47ef-869d-07ec871339ae/resource/2eda30f6-d30d-4573-af4c-78fe998ac088/download/2022-2023-superintendents-annual-report-table-12_-receipts-by-division.xlsx,Superintendent's Annual Report - Receipts of Division - Fiscal Year 2023 — 2022-2023 Superintendent’s Annual Report
virginia,other,Home-Schooled Students and Religious Exemptions 2005-2006,Home-Schooled Students and Religious Exemptions 2005 - 2006,PDF,https://data.virginia.gov/dataset/7365d493-3f4e-4729-8363-02957b3c3225/resource/5a1c784f-fb6d-4edf-a05d-c6830d104c9c/download/home-school-2005-6.pdf,Home-Schooled Students and Religious Exemptions 2005-2006 — Home-Schooled Students and Religious Exemptions 2005 - 2006
virginia,other,Local and Regional Schools and Centers 2009-10,Local and Regional Schools and Centers 2009-10 ,PDF,https://data.virginia.gov/dataset/287dc1e2-f018-46bc-b1e9-39859671072c/resource/fd98fe43-a42d-499b-9375-1c585ca839fa/download/2009_10_local_reg_sch_ctrs_a.pdf,Local and Regional Schools and Centers 2009-10 — Local and Regional Schools and Centers 2009-10 
virginia,enrollment,2009-10 Fall Membership School Totals by Grade,2009-10 Fall Membership School Totals by Grade,XLSX,https://data.virginia.gov/dataset/69bbd274-2b6a-4b80-852a-099936ca97f8/resource/1251b71d-b715-4e93-81e7-e5621300e7a1/download/2009-school_totals_grade.xls,2009-10 Fall Membership School Totals by Grade — 2009-10 Fall Membership School Totals by Grade
virginia,enrollment,2004-05 Division Summaries by Ethnicity,2004-05 Division Summaries by Ethnicity ,XLSX,https://data.virginia.gov/dataset/45608acc-5946-4fb5-b68b-9cf99f74d3e4/resource/9eb58961-8b2d-43ab-a377-bd617cfb9838/download/04-division-summaries-by-ethnicity-.xls,2004-05 Division Summaries by Ethnicity — 2004-05 Division Summaries by Ethnicity 
virginia,other,2010-2011 Gifted Annual Report,2010-2011 Gifted Annual Report,PDF,https://data.virginia.gov/dataset/a310eaf4-f754-4a72-ba49-b8572f12c7ca/resource/0f4c5d29-adf9-4b6a-9f09-7bc00a35612f/download/2010-2011_gifted.pdf,2010-2011 Gifted Annual Report — 2010-2011 Gifted Annual Report
virginia,test_scores,2020-2021 School Participation Rates,2020-2021 School Participation Rates,XLSX,https://data.virginia.gov/dataset/8b7752c3-dc40-4f5e-8b72-0a63478f21ca/resource/d511e791-71d8-4689-8e1a-7957ff7b1bc2/download/2020-2021-sch-participation-rates.xlsx,2020-2021 School Participation Rates — 2020-2021 School Participation Rates
virginia,enrollment,"Administrative, Service and Support Personnel Positions by Function - Fiscal Year 2022",Fiscal Year 2022,XLSX,https://data.virginia.gov/dataset/af24391d-71a5-4bfd-bb83-2b12aaa51583/resource/e1ef304b-976b-4d43-be86-a4725e76437c/download/table-18-fy22.xlsx,"Administrative, Service and Support Personnel Positions by Function - Fiscal Year 2022 — Fiscal Year 2022"
virginia,test_scores,School Accreditation Report 2017-18,School Accreditation Report 2017-18,XLSX,https://data.virginia.gov/dataset/dd314719-29e4-41c5-9349-16a945cf638b/resource/68fbbcc7-57fa-4446-aba8-7110c830890e/download/2017-2018-accreditation-summary.xlsx,School Accreditation Report 2017-18 — School Accreditation Report 2017-18
virginia,other,Local and Regional Schools and Centers 2005-06,Local and Regional Schools and Centers 2005-06,PDF,https://data.virginia.gov/dataset/2cc519bc-4d11-4761-a02c-a4de2e3d6cb2/resource/c19105c9-f23f-41d2-b271-2bdc5451baff/download/2005_06_local_reg_sch_ctrs_a.pdf,Local and Regional Schools and Centers 2005-06 — Local and Regional Schools and Centers 2005-06
virginia,test_scores,Division Test-by-Test 2020-2023,Division Test-by-Test 2020-2023 ,CSV,https://data.virginia.gov/dataset/1ed15b07-f833-4414-8ffd-f566e80ade50/resource/f79fa8b5-c76e-4dec-8baa-12ffff87ef4f/download/division_pass_rates_by_test_2022_2023.xlsx,Division Test-by-Test 2020-2023 — Division Test-by-Test 2020-2023 
virginia,other,Age/Grade Distribution 2021 - 2022,Age/Grade Distribution 2021 - 2022,XLSX,https://data.virginia.gov/dataset/270ded87-0f3c-482d-8a28-b132db700391/resource/d7b0ffd5-0a65-4de3-b5d8-72b5a9954c94/download/2021-22-table-7.xlsx,Age/Grade Distribution 2021 - 2022 — Age/Grade Distribution 2021 - 2022
virginia,test_scores,Division Test-by-Test 2016-2019,Division Test-by-Test 2016-2019 ,CSV,https://data.virginia.gov/dataset/0d241399-2487-4602-abae-beae71410ab5/resource/adf8453f-674f-4650-bbf0-f9128b1dfe77/download/test.xlsx,Division Test-by-Test 2016-2019 — Division Test-by-Test 2016-2019 
virginia,other,Superintendent's Annual Report - Literary Fund - Fiscal Year 2021,Fiscal year 2021,XLSX,https://data.virginia.gov/dataset/cc6ff378-dc8e-466a-b948-2e72606f1b94/resource/3c5bf3bf-008a-4c2a-9395-68a8437c9c3f/download/table-10-fy21.xlsx,Superintendent's Annual Report - Literary Fund - Fiscal Year 2021 — Fiscal year 2021
virginia,enrollment,1999 - 2000 Fall Membership Division Summaries by Ethnic Group,1999 - 2000 Fall Membership Division Summaries by Ethnic Group,XLSX,https://data.virginia.gov/dataset/02c010dc-d4ac-4840-91bc-3a168f4d5a2c/resource/7d131b1d-cb99-4cf7-98ce-64ecad5746c1/download/99-00-div-sum-ethnic.xlsx,1999 - 2000 Fall Membership Division Summaries by Ethnic Group — 1999 - 2000 Fall Membership Division Summaries by Ethnic Group
virginia,enrollment,2001-2002 Fall Membership School Summaries by Ethnicity and Grade and Gender,2001-2002 Fall Membership School Summaries by Ethnicity Grade and Gender,XLSX,https://data.virginia.gov/dataset/54404948-4561-4f58-bfd4-1b354026ec00/resource/fd11608c-dc84-438c-a49b-75aff6fd5183/download/fm_sch_grade_race.xls,2001-2002 Fall Membership School Summaries by Ethnicity and Grade and Gender — 2001-2002 Fall Membership School Summaries by Ethnicity Grade and Gender
virginia,other,1996-97 Report of Graduates by Document Type,1996-97 Report of Graduates by Document Type,XLSX,https://data.virginia.gov/dataset/87836cac-0272-4b04-ad08-5fa9820a11ae/resource/cbb7e9b3-5c71-41f7-9e42-4a95a43d66ee/download/1996-97-report-of-graduates-by-document-type.xlsx,1996-97 Report of Graduates by Document Type — 1996-97 Report of Graduates by Document Type
virginia,other,2011-2012 Gifted Annual Report,2011-2012 Gifted Annual Report ,PDF,https://data.virginia.gov/dataset/f7ff0ac0-46dd-424d-9f8e-5c53aebe6d64/resource/4b1cd1d6-4e9b-487c-b283-e0da36d006b1/download/2011-2012_gifted.pdf,2011-2012 Gifted Annual Report — 2011-2012 Gifted Annual Report 
virginia,other,1996-97 Report of Graduates by Continuing Education Plan,1996-97 Report of Graduated by Continuing Education Plan,XLSX,https://data.virginia.gov/dataset/69c704aa-f53b-4179-be5d-8ecf4f7a6681/resource/425b498e-2a4b-4174-8946-7a3e40e0377c/download/1996-97-report-of-graduated-by-continuing-education-plan.xlsx,1996-97 Report of Graduates by Continuing Education Plan — 1996-97 Report of Graduated by Continuing Education Plan
virginia,enrollment,Fall Membership 2008 School Totals by Grade,Fall Membership 2008 School Totals by Grade ,XLSX,https://data.virginia.gov/dataset/b15283a8-df2d-4f95-926f-4358af4bba3c/resource/168d4554-59a9-4fcb-aaed-8a5a955c9467/download/2008-school_totals_grade.xls,Fall Membership 2008 School Totals by Grade — Fall Membership 2008 School Totals by Grade 
virginia,other,2013-2014 Gifted Annual Report,2013-2014 Gifted Annual Report,PDF,https://data.virginia.gov/dataset/62e2cf64-da8b-4c4f-8510-f106dfedae0f/resource/12cda3ea-9f8b-4aad-ab18-105eac3b7016/download/2013-2014_gifted.pdf,2013-2014 Gifted Annual Report — 2013-2014 Gifted Annual Report
virginia,other,Number and Percentage of Students Promoted 2022 - 2023,Number and Percentage of Students Promoted 2022 - 2023 ,XLSX,https://data.virginia.gov/dataset/f41124fa-0165-45ce-b417-5fb335be4200/resource/68d74b8c-7342-42dc-bfaa-b556eeffc3cd/download/2022-23-table-3.xlsx,Number and Percentage of Students Promoted 2022 - 2023 — Number and Percentage of Students Promoted 2022 - 2023 
virginia,other,Local and Regional Schools and Centers 2017-18,Local and Regional Schools and Centers 2017-18 ,PDF,https://data.virginia.gov/dataset/89fe8967-5edc-4d0b-b167-6b7e76153ca7/resource/a0373789-af4d-41f9-9bed-949bb0497702/download/2017_18_local_reg_sch_ctrs_a.pdf,Local and Regional Schools and Centers 2017-18 — Local and Regional Schools and Centers 2017-18 
virginia,test_scores,School Accreditation Report 2019-20,School Accreditation Report 2019-20,XLSX,https://data.virginia.gov/dataset/99f1aaa7-b7df-4f9e-a782-56b87f3868fb/resource/97045df1-b8b8-4416-a8da-99a1fbc82978/download/2019-2020-accreditation-summary.xlsx,School Accreditation Report 2019-20 — School Accreditation Report 2019-20
virginia,test_scores,Cohort Graduation and Dropout Report 2022,Cohort Graduation and Dropout Rate 2022,CSV,https://data.virginia.gov/dataset/92e9facf-079a-4af9-9890-6020db3b527e/resource/49810d27-f16d-42f1-9577-21b173713204/download/cohort_statistics-5.csv,Cohort Graduation and Dropout Report 2022 — Cohort Graduation and Dropout Rate 2022
virginia,enrollment,2004-2005 Fall Membership Division Totals by Grade,04 Division Totals by Grade,XLSX,https://data.virginia.gov/dataset/00b8c2d6-7d1a-4823-968e-49a4456cbabe/resource/9cbb7801-bbff-4475-bcc5-5ab9f8ff18e6/download/04-division-totals-by-grade.xls,2004-2005 Fall Membership Division Totals by Grade — 04 Division Totals by Grade
virginia,other,Annual Reports of Graduates & Completers - Graduate by Diploma Type 2021 - 2022,2021-2022-division-totals-doctype,XLS,https://data.virginia.gov/dataset/0d289950-f0cb-4227-ba8a-59423c857325/resource/4497be20-ec91-406e-b7b4-96eb32bdfaa1/download/2021-2022-division-totals-doctype.xls,Annual Reports of Graduates & Completers - Graduate by Diploma Type 2021 - 2022 — 2021-2022-division-totals-doctype
virginia,enrollment,Chronic Absenteeism in VA schools for year 2020 - 2021,absenteeism-school-2020,XLSX,https://data.virginia.gov/dataset/e93fe2d4-b3ca-40ec-a8e7-74419c9bed74/resource/b3317043-5cd6-4b0e-acfb-57eb5af9fa06/download/chronic-absenteeism-school-2020.xlsx,Chronic Absenteeism in VA schools for year 2020 - 2021 — absenteeism-school-2020
virginia,other,Home Schooled Students & Religious Exemptions 2019 - 2020,2019-2020-home-schooled-and-religious,XLSX,https://data.virginia.gov/dataset/3c0e04b7-0f04-422e-9272-cda01a805fc5/resource/88839d1d-7f57-4b96-97a1-a298dd772c4a/download/2019-2020-home-schooled-and-religious.xlsx,Home Schooled Students & Religious Exemptions 2019 - 2020 — 2019-2020-home-schooled-and-religious
virginia,enrollment,2001-2002 Fall Membership School Totals by Grade,2001-2002 Fall Membership School Totals by Grade,XLSX,https://data.virginia.gov/dataset/6dd80358-8c29-40e5-935b-49171e25eb6c/resource/e0a62b48-757c-4d85-a093-8027cf1b4c77/download/fm_sch_grade-3.xls,2001-2002 Fall Membership School Totals by Grade — 2001-2002 Fall Membership School Totals by Grade
virginia,other,Local and Regional Schools and Centers 2016-17,Local and Regional Schools and Centers 2016-17,PDF,https://data.virginia.gov/dataset/bccf21a6-d8a5-46a9-8cfa-3332dab640ec/resource/cfdff2b7-72d9-4b3c-90e2-c5e0b220400c/download/2016_17_local_reg_sch_ctrs_a.pdf,Local and Regional Schools and Centers 2016-17 — Local and Regional Schools and Centers 2016-17
virginia,other,Annual Reports of Graduates & Completers - Graduates by Continuing Education Plans 2022 - 2023,2022-2023-division-totals-continuing-ed,XLS,https://data.virginia.gov/dataset/f967183a-b870-45e1-a639-f5498d2d4224/resource/5c7ff2e9-a3a5-4b04-bffe-c0a8b5e45fde/download/2022-2023-division-totals-continuing-ed.xls,Annual Reports of Graduates & Completers - Graduates by Continuing Education Plans 2022 - 2023 — 2022-2023-division-totals-continuing-ed
virginia,other,Home Schooled Students & Religious Exemptions 2010-11,Home Schooled Students & Religious Exemptions 2010-11 ,XLS,https://data.virginia.gov/dataset/ff1cbf82-4718-476a-a211-6a467885ef84/resource/fe7128ef-a3e6-43a7-8096-c587164b5373/download/2010_2011.xls,Home Schooled Students & Religious Exemptions 2010-11 — Home Schooled Students & Religious Exemptions 2010-11 
virginia,other,Superintendent's Annual Report - Receipts of Division - Fiscal Year 2022,Fiscal Year 2022,XLSX,https://data.virginia.gov/dataset/f9309880-73c7-4343-8fa6-a5c3d25f5b30/resource/76f6ddc1-feb0-4878-9d67-f45f3a3323ad/download/table-12-fy22-1.xlsx,Superintendent's Annual Report - Receipts of Division - Fiscal Year 2022 — Fiscal Year 2022
virginia,other,2006-2007 Gifted Annual Report,2006-2007 Gifted Annual Report,PDF,https://data.virginia.gov/dataset/ede7fe74-d25f-46eb-bc18-3cb197c5bfa2/resource/a7b6666a-65cc-4e43-ad3e-f0ccbaec0e7b/download/2006-07-gifted-annual-report.pdf,2006-2007 Gifted Annual Report — 2006-2007 Gifted Annual Report
virginia,other,Home Schooled Students & Religious Exemptions 2016-17,Home Schooled Students & Religious Exemptions 2016-17,XLS,https://data.virginia.gov/dataset/07902b06-9589-4f0c-a519-0e72fde66cda/resource/fc070be2-1c3a-4ce5-9ff3-a7fa657e4300/download/2016_2017.xlsx,Home Schooled Students & Religious Exemptions 2016-17 — Home Schooled Students & Religious Exemptions 2016-17
virginia,financials,Special Education Child Count 2022 - 2023,Special Education Child Count 2022-2023,CSV,https://data.virginia.gov/dataset/41afefdf-6f80-4162-83f4-f0298bd36ca9/resource/e0b05562-b7cf-415f-8e3d-4312890272db/download/dec_1_statistics.csv,Special Education Child Count 2022 - 2023 — Special Education Child Count 2022-2023
virginia,other,Superintendent's Annual Report - Disbursements by Division - Fiscal Year - 2022,Fiscal Year 2022,XLSX,https://data.virginia.gov/dataset/16f5ccd1-1bea-47a7-8a19-7a2a23129c12/resource/55fd736e-bb3f-47ea-a095-431e67e4a1fd/download/table-13-fy22.xlsx,Superintendent's Annual Report - Disbursements by Division - Fiscal Year - 2022 — Fiscal Year 2022
virginia,other,Home Schooled Students & Religious Exemptions 2012-13,Home Schooled Students & Religious Exemptions 2012-13,XLS,https://data.virginia.gov/dataset/aafd87ad-13af-4d31-9886-75a8dab397bc/resource/3bd776a5-9b66-40b3-8f72-a811514209a7/download/2012_2013.xls,Home Schooled Students & Religious Exemptions 2012-13 — Home Schooled Students & Religious Exemptions 2012-13
virginia,enrollment,2009-10 Fall Membership Division Totals by Grade,2009-10 Fall Membership Division Totals by Grade,XLSX,https://data.virginia.gov/dataset/a60fcf30-5adf-4738-9a6a-63f2e0e75cf4/resource/3e3aedfb-0ef9-4cfb-83a1-27ff0099e39e/download/2009-div-tot-grade.xls,2009-10 Fall Membership Division Totals by Grade — 2009-10 Fall Membership Division Totals by Grade
virginia,other,Local and Regional Schools and Centers 2011-12,Local and Regional Schools and Centers 2011-12,PDF,https://data.virginia.gov/dataset/f822ddd5-aa4f-4378-9aca-d2fdd6397440/resource/639fda85-7898-4051-896d-f6bed8bd3a16/download/2011_12_local_reg_sch_ctrs_a.pdf,Local and Regional Schools and Centers 2011-12 — Local and Regional Schools and Centers 2011-12
virginia,other,Graduates & Completers - Graduates by Continuing Education Plans 2021 - 2022,2021-2022-division-totals-continuing-ed,XLS,https://data.virginia.gov/dataset/62f46191-9107-47ae-b247-8ac6d110d90b/resource/f0bf608b-1835-45eb-bf0c-8fcf4f54a57b/download/2021-2022-division-totals-continuing-ed.xls,Graduates & Completers - Graduates by Continuing Education Plans 2021 - 2022 — 2021-2022-division-totals-continuing-ed
virginia,other,2008-2009 Gifted Annual Report,2008-2009 Gifted Annual Report,PDF,https://data.virginia.gov/dataset/8f1a01d4-bb1a-4c62-8d3f-09e23fc01213/resource/47698623-27ca-4e59-9728-b05355304b41/download/2008-2009_gifted.pdf,2008-2009 Gifted Annual Report — 2008-2009 Gifted Annual Report
